信息来源,搜索条件,物料名称,产品分类,生产商,供应商,生产日期,批号,项目分类,检测项目,单位,检测结果,限量值,判定,发布单位,发布日期,备注
食安通,小麦、小麦粉,小麦粉,,京山金玉麦面有限公司,,2016-05-26,,,铝残留量（不得使用）,,46.9mg/kg,,不合格,国内监督抽查(湖北省食药监局),2016-08-18,
食安通,小麦、小麦粉,小麦粉,,鱼台县永铭粉业有限责任公司,,2016-04-27,,,脱氧雪腐镰刀菌烯醇（≤1000μg/kg）,,2052μg/kg,,不合格,国内监督抽查(山东省食药监局),2016-08-17,
食安通,小麦、小麦粉,小麦淀粉,,滕州市名厨调味食品有限公司,,2016-05-02,,,霉菌（≤100CFU/g）,,140CFU/g,,不合格,国内监督抽查(山东省食药监局),2016-08-17,
食安通,小麦、小麦粉,小麦粉馒头,,济南餐餐健食品有限公司,,2016-05-12,,,脱氢乙酸（不得检出）,,0.15g/kg,,不合格,国内监督抽查(山东省食药监局),2016-08-17,
食安通,小麦、小麦粉,自发小麦粉,,重庆市万州区彬杨粮油厂,,2016-03-30,,,脱氧雪腐镰刀菌烯醇（≤1000μg/kg）,,3500μg/kg,,不合格,国内监督抽查(重庆市食药监局),2016-08-05,
食安通,小麦、小麦粉,高筋小麦粉,,五得利集团咸阳面粉有限公司,,2016-02-17,,,脱氧雪腐镰刀菌烯醇（≤1000μg/kg）,,1380μg/kg,,不合格,国内监督抽查(甘肃省食药监局),2016-08-05,
食安通,小麦、小麦粉,小麦粉,,莱芜市庄珍宝面粉厂,,2016-05-29,,,过氧化苯甲酰（不得检出）,,0.024g/kg,,不合格,国内监督抽查(莱芜市食药监局),2016-08-04,
RASFF,生蚝,整个蛤蜊（16055600） - 预先煮熟的蛤蜊 ,双级软体动物及其产品 ,,,,2021.0334,,,,,,严肃的 ,国外预警(RASFF),21-01-2021,
RASFF,生蚝,DONAX（表带/壳蛤蜊） ,双级软体动物及其产品 ,,,,2021.1751,,,,,,严肃的 ,国外预警(RASFF),08-04-2021,
RASFF,生蚝,太平洋蛤蜊壳煮熟和冷冻/壳煮熟的冰冻太平洋蛤蜊 ,双级软体动物及其产品 ,,,,2021.4405,病原微生物 ,沙门氏菌。 ,/25g,Presence,,严肃的 ,国外预警(RASFF),18-08-2021,
RASFF,生蚝,Vongole Veraci（Ruditapes Philippine）//蛤蜊 ,双级软体动物及其产品 ,,,,2021.3872,病原微生物 ,诺洛伐不沃 ,,presence,,未定 ,国外预警(RASFF),22-07-2021,
RASFF,生蚝,腐丽的Vongola. ,双级软体动物及其产品 ,,,,2021.5053,病原微生物 ,太高的大肠杆菌计数 ,MPN/100g,2400,,严肃的 ,国外预警(RASFF),22-09-2021,
RASFF,小麦粉,小麦麸皮面粉 ,谷物和面包店产品 ,,,,2021.1631,,,,,,未定 ,国外预警(RASFF),31-03-2021,
RASFF,小麦粉,“无麸质白色荞麦面粉”扣马卡巴无麸质 ,谷物和面包店产品 ,,,,2021.4257,过敏原 ,未宣布的麸质 ,mg/kg - ppm,"80, 39,6",,严肃的 ,国外预警(RASFF),10-08-2021,
RASFF,小麦粉,紫色小麦面粉 ,谷物和面包店产品 ,,,,2021.4591,,,,,,不认真 ,国外预警(RASFF),27-08-2021,
RASFF,小麦粉,嫩小麦面粉 ,谷物和面包店产品 ,,,,2021.4227,,,,,,严肃的 ,国外预警(RASFF),09-08-2021,
食安通,陈醋,老陈醋,,鹿邑县天和生物酿造厂,,2015-08-02,,,苯甲酸（≤1.0g/kg）,,1.60g/kg,,不合格,国内监督抽查(河南省食药监局),2016-01-29,
食安通,陈醋,汾州香山西陈醋,,山西五谷丰醋业有限公司,,2015-03-25,,,环已基氨基磺酸钠（甜蜜素）（以环已基氨基磺酸计）（不得使用）,,0.023g/kg,,不合格,国内监督抽查(山西省食药监局),2016-01-25,
食安通,陈醋,秦思源陈醋,,甘肃礼县秦泉醋饮厂,,2015-08-23,,,标签,,不合格,,不合格,国内监督抽查(甘肃省食药监局),2016-01-22,
食安通,陈醋,荞麦陈醋,,庆阳元良食品有限公司,,2015-09-25,,,标签,,不合格,,不合格,国内监督抽查(甘肃省食药监局),2016-01-22,
食安通,陈醋,天池陈醋,,定西市安定区天池陈醋厂,,2015-05-13,,,标签,,不合格,,不合格,国内监督抽查(甘肃省食药监局),2016-01-22,
食安通,陈醋,秦思源陈醋,,甘肃礼县秦泉醋饮厂,,2015-09-21,,,标签,,不合格,,不合格,国内监督抽查(甘肃省食药监局),2016-01-22,
食安通,陈醋,老陈醋,,西安市思伟食品有限公司,,2015-09-23,,,甜蜜素（不得使用）,,0.15g/kg,,不合格,国内监督抽查(陕西省食药监局),2016-01-22,
食安通,陈醋,燕江陈醋,,永安市康龙食品有限公司,,2015-07-03,,,甜蜜素（不得使用）,,0.20g/kg,,不合格,国内监督抽查(福建省食药监局),2016-02-26,
食安通,陈醋,民勤县老陈醋,,民勤县吴老六食品有限责任公司,,2015-10-09,,,标签,,不合格,,不合格,国内监督抽查(甘肃省食药监局),2016-02-05,
食安通,陈醋,老陈醋,,山西清徐金华醋业有限公司,,2015-10-22,,,总酸（≥4.50g/100mL）,,3.68g/100mL,,不合格,国内监督抽查(甘肃省食药监局),2016-02-05,
食安通,陈醋,老陈醋,,山西清徐县晋洋醋业有限公司,,2015-10-31,,,不挥发酸（≥0.50）,,0.17g/100mL,,不合格,国内监督抽查(甘肃省食药监局),2016-02-05,
食安通,陈醋,来祥山西老陈醋,,山西来祥醋业有限公司,,2014-09-26,,,不挥发酸（≥0.5g/100mL）,,0.2g/100mL,,不合格,国内监督抽查(甘肃省食药监局),2016-02-05,
食安通,陈醋,陈醋,,丹阳市恒鑫酱醋厂,,2015-10-06,,,苯甲酸（≤1g/kg）,,1.3g/kg,,不合格,国内监督抽查(江苏省食药监局),2016-02-03,
食安通,陈醋,老陈醋（酿造食醋）,,山西黄河醋业有限公司,,2015-06-01,,,环已基氨基磺酸钠（甜蜜素）（以环已基氨基磺酸计）（不得使用）,,0.10g/kg,,不合格,国内监督抽查(山西省食药监局),2016-03-29,
食安通,陈醋,陈醋（配制食醋）,,贵州省天柱县渊源福利食品厂,,2015-12-31,,,标签,,不合格,,不合格,国内监督抽查(贵州省食药监局),2016-03-16,
食安通,陈醋,晋都老陈醋（酿造食醋）,,山西省清徐三和园老陈醋厂乌当分厂,,2015-12-12,,,标签,,不合格,,不合格,国内监督抽查(贵州省食药监局),2016-03-16,
食安通,陈醋,陈醋,,江门市蓬江区大平调味食品厂,,42100,,,总酸(以乙酸计),,/,,不合格,国内监督抽查(深圳市食药监局),2016-03-09,
食安通,陈醋,老陈醋,,山西清徐来祥醋业有限公司,,42275,,,总酸(以乙酸计),,/,,不合格,国内监督抽查(深圳市食药监局),2016-03-09,
食安通,陈醋,老陈醋,,四川园香园味业有限公司,,2015-10-07,,,总酸（≥4.0g/100mL）,,3.87g/100mL,,不合格,国内监督抽查(四川省食药监局),2016-03-01,
食安通,陈醋,山西陈醋,,山西老陈醋集团有限公司定州分公司,,2015-09-12/2015/09/12D,,,环己基氨基磺酸钠（甜蜜素）（不得添加）,,0.18g/kg,,不合格,国内监督抽查(河北省食药监局),2016-04-25,
食安通,陈醋,山西陈醋,,清徐县清泉湖醋业有限公司,,2015-07-07,,,总酸（以乙酸计）（≥3.50g/100mL）,,2.43g/100mL,,不合格,国内监督抽查(河南省食药监局),2016-04-13,
食安通,陈醋,晋尊老陈醋,,晋中市晋阳老醋坊有限责任公司,,2016-03-08,,,菌落总数（≤10000CFU/mL）,,16000CFU/mL,,不合格,国内监督抽查(山西省食药监局),2016-05-16,
食安通,陈醋,米陈醋（酿造食醋）,,阿克苏市天府酿造厂,,2016-03-01,,,总酸（以乙酸计）（≥4.0g/100mL）,,2.7g/100mL,,不合格,国内监督抽查(新疆食药监局),2016-05-06,
食安通,陈醋,山西老陈醋,,山西真优美醋美醋业有限公司,,2015-11-01,,,总酸(以乙酸计),,/,,不合格,国内监督抽查(深圳市食药监局),2016-05-05,
食安通,陈醋,山西陈醋,,山西清徐来祥醋业有限公司,,2015-10-07,,,总酸(以乙酸计),,/,,不合格,国内监督抽查(深圳市食药监局),2016-05-05,
食安通,陈醋,老陈醋,,山西清徐县晋昌源食品有限公司,,2015-10-07,,,总酸(以乙酸计),,/,,不合格,国内监督抽查(深圳市食药监局),2016-05-05,
食安通,陈醋,陈醋,,江门蓬江区大平调味食品厂,,2015-10-15,,,总酸(以乙酸计),,/,,不合格,国内监督抽查(深圳市食药监局),2016-05-05,
食安通,陈醋,老陈醋（酿造食醋）,,山西省大同市田源酿造有限责任公司,,2015-05-13,,,总酸（以乙酸计）（标签明示≥4.0g/100mL）,,3.71g/100mL,,不合格,国内监督抽查(山西省食药监局),2016-06-27,
食安通,陈醋,河州陈醋,,临夏县水泉清真味醋有限责任公司,,2016-04-01,,,总酸（3.5g/100ml）,,2.5g/100ml,,不合格,国内监督抽查(甘肃省食药监局),2016-06-24,
食安通,陈醋,陈醋,,深圳市龙岗区万香醋业有限公司,,2015-05-12,,,总酸(以乙酸计),,/,,不合格,国内监督抽查(深圳市食药监局),2016-06-23,
食安通,陈醋,山西老陈醋,,山西清徐来祥醋业有限公司出品,,2015-12-20,,,总酸(以乙酸计),,/,,不合格,国内监督抽查(深圳市食药监局),2016-06-23,
食安通,陈醋,山西老陈醋,,山西清徐来祥醋业有限公司出品,,2016-01-10,,,总酸(以乙酸计),,/,,不合格,国内监督抽查(深圳市食药监局),2016-06-23,
食安通,陈醋,锦川山西老陈醋,,江门蓬江区大平调味食品厂,,2016-01-13,,,总酸(以乙酸计),,/,,不合格,国内监督抽查(深圳市食药监局),2016-06-23,
食安通,陈醋,陈醋,,被抽检单位：深圳市红火餐饮管理有限公司南岭分店,,2015-12-20,,,总酸(以乙酸计),,/,,不合格,国内监督抽查(深圳市食药监局),2016-06-23,
食安通,陈醋,乔家厨师老陈醋,,清徐县奥林醋业有限公司,,2015-12-06,,,总酸,,/,,不合格,国内监督抽查(深圳市食药监局),2016-06-23,
食安通,陈醋,清源陈醋,,西安德味堂食品有限公司,,2015-09-01,,,总酸（以乙酸计）（≥3.50g/100ml）,,2.24g/100ml,,不合格,国内监督抽查(陕西省食药监局),2016-06-17,
食安通,陈醋,陈醋,,德州云翔食品有限公司,,2016-02-02,,,环已基氨基磺酸钠（甜蜜素）（不得检出）,,0.017g/kg,,不合格,国内监督抽查(德州市食药监局),2016-07-26,
食安通,陈醋,晋乡居陈醋（酿造食醋）,,永年县慈兴酿造厂,,2015-07-01,,,环己基氨基磺酸钠（甜蜜素）（不得添加）,,0.13g/kg,,不合格,国内监督抽查(河南省食药监局),2016-06-29,
食安通,陈醋,小米陈醋,,山西清徐清华醋业技术酿造.泉鑫酿造有限公司出品,,2015-07-16,,,苯甲酸（≤1.0g/kg）,,3.6g/kg,,不合格,国内监督抽查(河南省食药监局),2016-06-29,
食安通,陈醋,山西陈醋,,漯河元方酿造有限公司,,2015-09-18,,,总酸（≥3.5g/100mL）,,3.01g/100mL,,不合格,国内监督抽查(河南省食药监局),2016-06-29,
食安通,陈醋,山西陈醋,,山西清徐来祥醋业有限公司,,2016-02-28,,,总酸（以乙酸计),,/,,不合格,国内监督抽查(深圳市食药监局),2016-08-22,
食安通,陈醋,800mL老西陈醋,,山西老陈醋集团有限公司定州分公司,,2015-12-17,,,甜蜜素（不得检出）,,0.12g/kg,,不合格,国内监督抽查(北京市食药监局),2016-08-17,
食安通,陈醋,香薰陈醋,,哈尔滨睿航大豆专业合作社,,2015-12-10,,,苯甲酸（≤1g/kg）,,1.8g/kg,,不合格,国内监督抽查(黑龙江省食药监局),2016-07-29,
食安通,陈醋,利达陈醋,,黑龙江省齐市铁锋区四家子工业园区,,2016-03-04,,,总酸（≥3.5g/100mL）,,2.96g/100mL,,不合格,国内监督抽查(黑龙江省食药监局),2016-09-26,
食安通,黄豆,黄豆酱,,冠县昊源食品有限公司,,2015-07-10,,,糖精钠（不得添加）,,0.13mg/kg,,不合格,国内监督抽查(河南省食药监局),2016-01-29,
食安通,黄豆,黄豆酱油,,甘肃平凉天源酿造食品有限公司,,2015-09-17,,,标签,,不合格,,不合格,国内监督抽查(甘肃省食药监局),2016-01-22,
食安通,黄豆,黄豆老抽酱油（酿造酱油）,,岳池县灵芝春酱油醋酿造厂,,2015-05-21,,,氨基酸态氮（≥0.4g/100mL）,,0.3g/100mL,,不合格,国内监督抽查(四川省食药监局),2016-01-18,
食安通,黄豆,黄豆酱油,,哈尔滨月夕实业有限责任公司,,2015-03-05,,,氨基酸态氮（≥0.4g/100mL）,,0.037g/100mL,,不合格,国内监督抽查(黑龙江省食药监局),2016-01-11,
食安通,黄豆,黄豆酱油,,鹤岗市康维生物科技有限公司,,2015-01-09,,,苯甲酸（≤1g/kg）,,1.4g/kg,,不合格,国内监督抽查(黑龙江省食药监局),2016-01-11,
食安通,黄豆,黄豆酱油,,宁德市蕉城区闽福调味品厂,,2015-07-12,,,氨基酸态氮（≥0.40g/100ml）糖精钠（不得使用）,,0.043g/100ml、0.527g/100ml,,不合格,国内监督抽查(福建省食药监局),2016-02-26,
食安通,黄豆,黄豆酥（花生味）,,湖北江维食品有限公司,,2015-11-24,,,菌落总数（≤1500cfu/g）,,9800cfu/g,,不合格,国内监督抽查(湖北省食药监局),2016-02-18,
食安通,黄豆,黄豆酱油,,甘肃凉州益民有限责任公司,,2015-11-03,,,标签,,不合格,,不合格,国内监督抽查(甘肃省食药监局),2016-02-05,
食安通,黄豆,黄豆酱油（味菽园）酿造酱油,,黔西县胡家湾酱油厂,,2016-01-01,,,氨基酸态氮（≥0.40）,,0.16,,不合格,国内监督抽查(贵州省食药监局),2016-03-25,
食安通,黄豆,梵香园黄豆酿造酱油,,铜仁市碧江区梵香园豆制品酿造厂,,2015-09-01,,,标签,,不合格,,不合格,国内监督抽查(贵州省食药监局),2016-03-16,
食安通,黄豆,龙华黄豆酱油,,吉林龙华食品酿造有限公司,,2015-03-04,,,菌落总数（≤30000CFU/mL）,,41000CFU/mL,,不合格,国内监督抽查(吉林省食药监局),2016-03-07,
食安通,黄豆,黄豆酱油,,新泰市海洋酿造食品有限公司,,2015-07-09,,,氨基酸态氮（≥0.40g/100mL）,,0.05g/100mL,,不合格,国内监督抽查(山东省食药监局),2016-03-02,
食安通,黄豆,黄豆酱油(酿造酱油),,临淄餐中王食品有限公司,,2014-12-16,,,氨基酸态氮（≥0.40g/100mL）,,0.27g/100mL,,不合格,国内监督抽查(山东省食药监局),2016-03-02,
食安通,黄豆,黄豆酱油,,阆中张飞醋厂,,2015-09-03,,,氨基酸态氮（≥0.40g/100mL）,,0.089g/100mL,,不合格,国内监督抽查(四川省食药监局),2016-03-01,
食安通,黄豆,黄豆酱油,,绵阳游仙光荣调味品酿造厂,,2015-07-29,,,氨基酸态氮（≥0.40g/100mL）,,0.13g/100mL,,不合格,国内监督抽查(四川省食药监局),2016-03-01,
食安通,黄豆,豆芽（黄豆芽）,,太原四通集贸市场有限公司调料区18号（闻）,,2016-03-03/购进,,,6-苄基腺嘌呤（不得检出）,,0.038mg/kg,,不合格,国内监督抽查(山西省食药监局),2016-04-18,
食安通,黄豆,辣味黄豆酱（调味酱）,,东莞市寮步没味副食有限公司,,2016-01-03,,,乙酰磺胺酸钾,,/,,不合格,国内监督抽查(深圳市食药监局),2016-06-23,
食安通,黄豆,黄豆酱油,,西安豪威调味食品有限责任公司,,2015-08-04,,,氨基酸态氮（以氮计）（≥0.40g/100ml）,,0.02g/100ml,,不合格,国内监督抽查(陕西省食药监局),2016-06-17,
食安通,黄豆,黄豆酱油,,德州云翔食品有限公司,,2015-11-05,,,氨基酸态氮（≥0.40g/100ml）,,0.37g/100ml,,不合格,国内监督抽查(德州市食药监局),2016-07-26,
食安通,黄豆,黄豆酱油,,铁力市大洋食品酿造有限公司,,2015-09-01,,,氨基酸态氮（≥0.4g/100mL）,,0.06g/100mL,,不合格,国内监督抽查(黑龙江省食药监局),2016-07-18,
食安通,黄豆,黄豆酱油（烹调型）,,四川大竹县紫澜酿造厂,,2015-07-20,,,氨基酸态氮（≥0.40g/100mL）,,0.26g/100mL,,不合格,国内监督抽查(四川省食药监局),2016-07-14,
食安通,黄豆,黄豆酱油,,隆昌县石燕中心供销合作社飞燕食品厂,,2015-10-11,,,氨基酸态氮（≥0.40g/100mL）,,0.250g/100mL,,不合格,国内监督抽查(四川省食药监局),2016-07-14,
食安通,黄豆,纯黄豆酱油,,四川园香园味业有限公司,,2015-06-29,,,氨基酸态氮（≥0.40g/100mL）,,0.04g/100mL,,不合格,国内监督抽查(四川省食药监局),2016-07-14,
食安通,黄豆,黄豆酱油,,屏山永昌食品有限责任公司,,2015-06-27,,,铵盐（以占氨基酸态氮的百分比计）（不得超过氨基酸态氮含量的30%）,,0.472,,不合格,国内监督抽查(四川省食药监局),2016-07-14,
食安通,黄豆,黄豆酱油,,宜宾好运来调味品有限公司,,2015-08-18,,,氨基酸态氮（≥0.40g/100mL）,,0.01g/100mL,,不合格,国内监督抽查(四川省食药监局),2016-07-14,
食安通,黄豆,黄豆芽,,北城子坡市场,,2016-05-10,,,6-苄基腺嘌呤（不得检出）,,0.03mg/kg,,不合格,国内监督抽查(莱芜市食药监局),2016-07-05,
食安通,黄豆,鲜汁黄豆酱油,,孟州市牛王山醋业有限公司,,2015-08-16,,,氨基酸态氮（≥0.40g/100mL）,,0.027g/100mL,,不合格,国内监督抽查(河南省食药监局),2016-06-29,
食安通,黄豆,黄豆酱油（酿造酱油）,,黑龙江宝泉岭农垦永香酱油厂,,2016-03-25,,,氨基酸态氮（≥0.4g/100mL）,,0.21g/100mL,,不合格,国内监督抽查(黑龙江省食药监局),2016-08-19,
食安通,黄豆,黄豆酱油,,哈尔滨市正彤调味品有限公司,,2016-01-02,,,氨基酸态氮（≥0.4g/100mL）,,0.12g/100mL,,不合格,国内监督抽查(黑龙江省食药监局),2016-08-19,
食安通,黄豆,黄豆酱汁,,淄博齐奥食品有限公司,,2016-04-18,,,乙酰磺胺酸钾（安赛蜜）（≤0.5g/kg）,,0.95g/kg,,不合格,国内监督抽查(山东省食药监局),2016-08-17,
食安通,黄豆,黄豆酱,,淄博齐婆婆食品有限公司,,2016-03-16,,,苯甲酸（≤1.0g/kg）,,2.1g/kg,,不合格,国内监督抽查(山东省食药监局),2016-08-17,
食安通,黄豆,黄豆芽,,桑树园蔬菜市场（侯）,,2016-05-18,,,6-苄基腺嘌呤（不得检出）,,0.037mg/kg,,不合格,国内监督抽查(聊城市食药监局),2016-08-05,
食安通,黄豆,黄豆芽（黄豆瓣）,,冠县农贸市场（沙壮）,,2016-05-18,,,6-苄基腺嘌呤（不得检出）,,0.026mg/kg,,不合格,国内监督抽查(聊城市食药监局),2016-08-05,
食安通,黄豆,黄豆芽,,桑树园蔬菜市场（侯）,,2016-05-18,,,6-苄基腺嘌呤（不得检出）,,0.037mg/kg,,不合格,国内监督抽查(聊城市食药监局),2016-07-29,
食安通,黄豆,黄豆芽（黄豆瓣）,,冠县农贸市场（沙壮）,,2016-05-18,,,6-苄基腺嘌呤（不得检出）,,0.026mg/kg,,不合格,国内监督抽查(聊城市食药监局),2016-07-29,
食安通,黄豆,黄豆酱油,,抚顺东霞调味品有限责任公司,,2015-07-25,,,氨基酸态氮（以氮计）（≥0.40g/100mL）,,0.36g/100mL,,不合格,国内监督抽查(辽宁省食药监局),2016-09-12,
